timestamp,hospital,avg_wait_time,patients_waiting,doctors_available,bed_occupancy,inventory_days
2026-01-05 20:25,Sunrise Medical,24.51,21,5,69.02,6.25
2026-01-05 20:25,Apollo Urban,28.77,23,5,70.66,5.7
2026-01-05 20:25,St. Mary’s Hospital,23.78,37,5,68.53,5.91
2026-01-05 20:25,Hope Multispeciality,23.22,31,5,70.38,6.34
2026-01-05 20:25,Unity Health Center,23.05,32,5,68.9,5.45
2026-01-05 20:30,City General Hospital,31.37,32,5,71.91,5.75
2026-01-05 20:30,Metro Care Center,23.64,39,5,71.57,6.17
2026-01-05 20:30,GreenLife Hospital,29.36,36,5,70.36,5.53
2026-01-05 20:30,Sunrise Medical,32.54,33,5,69.08,6.33
2026-01-05 20:30,Apollo Urban,31.89,34,5,69.76,6.25
2026-01-05 20:30,St. Mary’s Hospital,24.36,34,5,68.29,5.47
2026-01-05 20:30,Hope Multispeciality,30.76,41,5,69.47,6.36
2026-01-05 20:30,Unity Health Center,29.74,32,5,69.45,6.15
2026-01-05 20:35,City General Hospital,26.92,26,5,71.68,5.62
2026-01-05 20:35,Metro Care Center,31.15,29,5,68.88,6.08
2026-01-05 20:35,GreenLife Hospital,28.36,38,5,69.69,6.35
2026-01-05 20:35,Sunrise Medical,25.21,39,5,70.69,6.38
2026-01-05 20:35,Apollo Urban,25.08,23,5,70.61,6.27
2026-01-05 20:35,St. Mary’s Hospital,28.22,28,5,70.9,5.57
2026-01-05 20:35,Hope Multispeciality,25.96,42,5,70.41,5.96
2026-01-05 20:35,Unity Health Center,33.94,28,5,71.98,6.16
2026-01-05 20:40,City General Hospital,27.26,25,5,70.76,6.41
2026-01-05 20:40,Metro Care Center,30.26,28,5,71.31,6.41
2026-01-05 20:40,GreenLife Hospital,26.3,34,5,70.98,5.86
2026-01-05 20:40,Sunrise Medical,31.2,37,5,71.15,5.87
2026-01-05 20:40,Apollo Urban,29.68,37,5,70.48,6.47
2026-01-05 20:40,St. Mary’s Hospital,32.71,36,5,71.97,5.67
2026-01-05 20:40,Hope Multispeciality,34.0,42,5,70.36,5.56
2026-01-05 20:40,Unity Health Center,25.02,24,5,69.1,5.79
2026-01-05 20:45,City General Hospital,32.52,25,5,70.26,5.67
2026-01-05 20:45,Metro Care Center,28.11,34,5,72.34,6.56
2026-01-05 20:45,GreenLife Hospital,34.29,36,5,71.34,5.64
2026-01-05 20:45,Sunrise Medical,25.53,29,5,71.02,5.58
2026-01-05 20:45,Apollo Urban,30.84,42,5,69.38,6.27
2026-01-05 20:45,St. Mary’s Hospital,30.39,41,5,71.83,5.98
2026-01-05 20:45,Hope Multispeciality,34.57,29,5,72.32,5.77
2026-01-05 20:45,Unity Health Center,34.76,30,5,72.09,6.05
2026-01-05 20:50,City General Hospital,28.03,40,5,71.01,5.81
2026-01-05 20:50,Metro Care Center,27.52,42,5,72.01,5.94
2026-01-05 20:50,GreenLife Hospital,28.96,45,5,72.12,6.44
2026-01-05 20:50,Sunrise Medical,35.2,26,5,70.64,5.82
2026-01-05 20:50,Apollo Urban,30.56,44,5,72.26,6.62
2026-01-05 20:50,St. Mary’s Hospital,33.02,34,5,69.44,5.81
2026-01-05 20:50,Hope Multispeciality,32.97,31,5,71.57,6.06
2026-01-05 20:50,Unity Health Center,29.32,37,5,71.85,5.99
2026-01-05 20:55,City General Hospital,27.96,31,5,71.09,5.84
2026-01-05 20:55,Metro Care Center,33.69,35,5,70.12,5.77
2026-01-05 20:55,GreenLife Hospital,33.68,43,5,72.3,5.74
2026-01-05 20:55,Sunrise Medical,30.91,29,5,70.43,6.63
2026-01-05 20:55,Apollo Urban,30.31,28,5,71.99,6.12
2026-01-05 20:55,St. Mary’s Hospital,30.72,46,5,71.29,6.44
2026-01-05 20:55,Hope Multispeciality,35.65,34,5,73.13,6.04
2026-01-05 20:55,Unity Health Center,29.15,46,5,72.01,6.24
2026-01-05 21:00,City General Hospital,36.12,31,5,70.98,5.76
2026-01-05 21:00,Metro Care Center,36.44,36,5,69.91,5.73
2026-01-05 21:00,GreenLife Hospital,31.73,40,5,70.51,6.06
2026-01-05 21:00,Sunrise Medical,28.06,43,5,70.8,6.21
2026-01-05 21:00,Apollo Urban,36.6,42,5,71.44,6.44
2026-01-05 21:00,St. Mary’s Hospital,34.76,32,5,69.94,6.28
2026-01-05 21:00,Hope Multispeciality,32.42,40,5,73.33,6.39
2026-01-05 21:00,Unity Health Center,32.61,42,5,70.82,6.29
2026-01-05 21:05,City General Hospital,35.46,29,5,71.49,6.29
2026-01-05 21:05,Metro Care Center,33.04,29,5,69.65,6.6
2026-01-05 21:05,GreenLife Hospital,34.85,41,5,70.99,5.97
2026-01-05 21:05,Sunrise Medical,33.44,34,5,70.48,6.54
2026-01-05 21:05,Apollo Urban,38.07,41,5,72.91,6.17
2026-01-05 21:05,St. Mary’s Hospital,36.07,41,5,73.1,5.81
2026-01-05 21:05,Hope Multispeciality,36.48,32,5,73.04,5.97
2026-01-05 21:05,Unity Health Center,34.44,33,5,72.81,5.89
2026-01-05 21:10,City General Hospital,35.77,38,5,72.62,6.23
2026-01-05 21:10,Metro Care Center,33.67,30,5,71.3,6.33
2026-01-05 21:10,GreenLife Hospital,38.63,35,5,71.53,6.81
2026-01-05 21:10,Sunrise Medical,33.09,45,5,71.69,6.61
2026-01-05 21:10,Apollo Urban,34.5,31,5,70.77,6.06
2026-01-05 21:10,St. Mary’s Hospital,29.33,38,5,72.99,6.36
2026-01-05 21:10,Hope Multispeciality,37.25,42,5,71.44,6.1
2026-01-05 21:10,Unity Health Center,32.39,36,5,70.17,6.02
2026-01-05 21:15,City General Hospital,33.71,38,5,73.41,6.66
2026-01-05 21:15,Metro Care Center,35.6,43,5,72.18,6.52
2026-01-05 21:15,GreenLife Hospital,38.59,37,5,71.86,6.05
2026-01-05 21:15,Sunrise Medical,39.81,39,5,71.29,6.12
2026-01-05 21:15,Apollo Urban,39.46,40,5,71.32,6.35
2026-01-05 21:15,St. Mary’s Hospital,35.22,48,5,73.72,6.46
2026-01-05 21:15,Hope Multispeciality,33.63,49,5,72.34,6.27
2026-01-05 21:15,Unity Health Center,37.24,43,5,73.42,6.41
2026-01-05 21:20,City General Hospital,35.59,49,5,72.67,6.24
2026-01-05 21:20,Metro Care Center,40.75,47,5,71.25,6.4
2026-01-05 21:20,GreenLife Hospital,34.31,41,5,74.28,6.42
2026-01-05 21:20,Sunrise Medical,40.01,46,5,73.77,5.98
2026-01-05 21:20,Apollo Urban,30.94,40,5,73.13,6.71
2026-01-05 21:20,St. Mary’s Hospital,36.04,51,5,71.75,6.77
2026-01-05 21:20,Hope Multispeciality,33.03,39,5,73.26,6.85
2026-01-05 21:20,Unity Health Center,32.64,43,5,72.71,5.9
2026-01-05 21:25,City General Hospital,36.05,36,5,73.08,6.79
2026-01-05 21:25,Metro Care Center,35.01,35,5,71.52,6.59
2026-01-05 21:25,GreenLife Hospital,41.25,50,5,74.51,6.63
2026-01-05 21:25,Sunrise Medical,35.46,34,5,72.32,6.07
2026-01-05 21:25,Apollo Urban,37.63,40,5,71.44,6.13
2026-01-05 21:25,St. Mary’s Hospital,33.89,36,5,74.29,6.88
2026-01-05 21:25,Hope Multispeciality,36.28,46,5,71.36,6.0
2026-01-05 21:25,Unity Health Center,41.4,38,5,71.57,6.56
2026-01-05 21:30,City General Hospital,36.77,44,5,73.41,6.13
2026-01-05 21:30,Metro Care Center,41.99,37,5,71.44,5.99
2026-01-05 21:30,GreenLife Hospital,37.36,39,5,72.34,6.66
2026-01-05 21:30,Sunrise Medical,41.24,43,5,71.24,6.63
2026-01-05 21:30,Apollo Urban,39.83,40,5,74.26,6.13
2026-01-05 21:30,St. Mary’s Hospital,42.02,38,5,74.78,6.53
2026-01-05 21:30,Hope Multispeciality,35.03,39,5,71.65,6.93
2026-01-05 21:30,Unity Health Center,40.49,52,5,71.98,6.09
2026-01-05 21:35,City General Hospital,39.84,36,5,72.28,6.32
2026-01-05 21:35,Metro Care Center,42.94,44,5,72.1,6.64
2026-01-05 21:35,GreenLife Hospital,42.02,35,5,72.89,6.58
2026-01-05 21:35,Sunrise Medical,40.14,40,5,72.83,6.18
2026-01-05 21:35,Apollo Urban,37.88,44,5,74.17,6.84
2026-01-05 21:35,St. Mary’s Hospital,43.33,52,5,74.28,6.48
2026-01-05 21:35,Hope Multispeciality,40.48,36,5,71.88,6.08
2026-01-05 21:35,Unity Health Center,37.42,39,5,71.96,7.02
2026-01-05 21:40,City General Hospital,39.43,53,5,74.45,6.64
2026-01-05 21:40,Metro Care Center,40.44,55,5,73.72,6.3
2026-01-05 21:40,GreenLife Hospital,34.78,54,5,74.94,6.62
2026-01-05 21:40,Sunrise Medical,43.01,37,5,73.96,6.78
2026-01-05 21:40,Apollo Urban,41.22,49,5,72.57,6.37
2026-01-05 21:40,St. Mary’s Hospital,40.05,53,5,75.34,6.22
2026-01-05 21:40,Hope Multispeciality,37.17,43,5,72.49,6.49
2026-01-05 21:40,Unity Health Center,43.86,43,5,71.79,6.12
2026-01-05 21:45,City General Hospital,40.26,47,5,75.53,6.94
2026-01-05 21:45,Metro Care Center,40.54,39,5,73.65,6.89
2026-01-05 21:45,GreenLife Hospital,41.55,46,5,73.29,6.93
2026-01-05 21:45,Sunrise Medical,43.51,50,5,71.95,6.43
2026-01-05 21:45,Apollo Urban,39.16,54,5,72.41,6.41
2026-01-05 21:45,St. Mary’s Hospital,36.2,42,5,74.25,7.04
2026-01-05 21:45,Hope Multispeciality,35.25,46,5,74.92,6.38
2026-01-05 21:45,Unity Health Center,40.36,54,5,75.51,6.55
2026-01-05 21:50,City General Hospital,45.59,41,5,74.57,6.17
2026-01-05 21:50,Metro Care Center,36.94,48,5,75.7,6.51
2026-01-05 21:50,GreenLife Hospital,40.12,54,5,73.87,6.4
2026-01-05 21:50,Sunrise Medical,42.7,49,5,73.77,6.71
2026-01-05 21:50,Apollo Urban,43.15,54,5,72.47,6.91
2026-01-05 21:50,St. Mary’s Hospital,36.31,43,5,72.1,7.12
2026-01-05 21:50,Hope Multispeciality,43.74,58,5,75.84,6.8
2026-01-05 21:50,Unity Health Center,40.61,50,5,72.72,7.13
2026-01-05 21:55,City General Hospital,45.28,47,5,75.55,6.56
2026-01-05 21:55,Metro Care Center,41.35,48,5,74.64,7.12
2026-01-05 21:55,GreenLife Hospital,45.4,53,5,75.47,6.7
2026-01-05 21:55,Sunrise Medical,38.94,49,5,72.51,6.32
2026-01-05 21:55,Apollo Urban,38.42,50,5,73.91,7.08
2026-01-05 21:55,St. Mary’s Hospital,37.66,48,5,73.91,6.81
2026-01-05 21:55,Hope Multispeciality,41.49,58,5,75.16,6.18
2026-01-05 21:55,Unity Health Center,43.09,48,5,72.51,6.69
2026-01-05 22:00,City General Hospital,46.46,51,5,73.0,6.97
2026-01-05 22:00,Metro Care Center,46.06,54,5,75.65,7.01
2026-01-05 22:00,GreenLife Hospital,38.2,51,5,73.85,6.9
2026-01-05 22:00,Sunrise Medical,43.88,43,5,75.33,6.87
2026-01-05 22:00,Apollo Urban,41.14,54,5,74.84,6.93
2026-01-05 22:00,St. Mary’s Hospital,45.67,51,5,74.01,6.84
2026-01-05 22:00,Hope Multispeciality,45.02,56,5,75.63,6.3
2026-01-05 22:00,Unity Health Center,46.31,44,5,76.25,7.14
2026-01-05 22:05,City General Hospital,43.08,52,5,73.6,7.03
2026-01-05 22:05,Metro Care Center,43.52,46,5,76.66,7.14
2026-01-05 22:05,GreenLife Hospital,44.72,46,5,75.35,7.14
2026-01-05 22:05,Sunrise Medical,48.7,54,5,74.22,6.86
2026-01-05 22:05,Apollo Urban,43.74,55,5,73.25,6.82
2026-01-05 22:05,St. Mary’s Hospital,40.53,43,5,76.36,6.35
2026-01-05 22:05,Hope Multispeciality,46.78,53,5,74.24,6.67
2026-01-05 22:05,Unity Health Center,47.7,49,5,74.39,6.27
2026-01-05 22:10,City General Hospital,41.79,49,5,75.26,6.78
2026-01-05 22:10,Metro Care Center,46.38,53,5,74.33,7.24
2026-01-05 22:10,GreenLife Hospital,47.28,51,5,73.4,6.47
2026-01-05 22:10,Sunrise Medical,48.77,56,5,75.26,6.53
2026-01-05 22:10,Apollo Urban,47.77,46,5,74.01,6.94
2026-01-05 22:10,St. Mary’s Hospital,44.02,57,5,75.84,6.6
2026-01-05 22:10,Hope Multispeciality,49.46,57,5,76.05,7.25
2026-01-05 22:10,Unity Health Center,48.05,58,5,76.27,7.26
2026-01-05 22:15,City General Hospital,43.47,62,5,74.32,6.66
2026-01-05 22:15,Metro Care Center,47.02,52,5,75.33,6.4
2026-01-05 22:15,GreenLife Hospital,46.21,51,5,73.98,6.89
2026-01-05 22:15,Sunrise Medical,41.24,64,5,74.2,6.56
2026-01-05 22:15,Apollo Urban,47.05,50,5,74.49,7.03
2026-01-05 22:15,St. Mary’s Hospital,45.7,52,5,76.69,7.25
2026-01-05 22:15,Hope Multispeciality,42.43,57,5,73.71,6.77
2026-01-05 22:15,Unity Health Center,43.87,54,5,75.28,7.26
2026-01-05 22:20,City General Hospital,48.02,49,5,77.45,6.6
2026-01-05 22:20,Metro Care Center,47.57,62,5,77.61,7.28
2026-01-05 22:20,GreenLife Hospital,45.45,64,5,77.61,6.9
2026-01-05 22:20,Sunrise Medical,51.72,48,5,74.49,7.2
2026-01-05 22:20,Apollo Urban,42.02,65,5,77.41,6.55
2026-01-05 22:20,St. Mary’s Hospital,48.29,64,5,77.12,6.34
2026-01-05 22:20,Hope Multispeciality,47.82,57,5,76.18,6.37
2026-01-05 22:20,Unity Health Center,43.41,60,5,75.06,6.79
2026-01-05 22:25,City General Hospital,44.8,65,5,75.56,6.86
2026-01-05 22:25,Metro Care Center,50.7,51,5,75.59,7.08
2026-01-05 22:25,GreenLife Hospital,44.08,66,5,75.54,7.16
2026-01-05 22:25,Sunrise Medical,48.88,60,5,77.86,7.01
2026-01-05 22:25,Apollo Urban,52.53,61,5,77.43,6.36
2026-01-05 22:25,St. Mary’s Hospital,48.88,64,5,74.03,6.86
2026-01-05 22:25,Hope Multispeciality,43.92,50,5,77.66,6.75
2026-01-05 22:25,Unity Health Center,46.15,53,5,77.53,6.35
2026-01-05 22:30,City General Hospital,49.56,67,5,74.58,6.4
2026-01-05 22:30,Metro Care Center,44.23,59,5,74.86,6.85
2026-01-05 22:30,GreenLife Hospital,48.78,67,5,76.72,7.23
2026-01-05 22:30,Sunrise Medical,46.27,68,5,74.33,7.19
2026-01-05 22:30,Apollo Urban,51.05,49,5,75.74,6.81
2026-01-05 22:30,St. Mary’s Hospital,50.26,62,5,77.52,7.16
2026-01-05 22:30,Hope Multispeciality,45.38,68,5,75.36,6.99
2026-01-05 22:30,Unity Health Center,44.39,52,5,76.32,7.0
2026-01-05 22:35,City General Hospital,49.05,58,5,75.28,6.8
2026-01-05 22:35,Metro Care Center,50.27,56,5,76.07,6.65
2026-01-05 22:35,GreenLife Hospital,45.48,58,5,75.88,7.05
2026-01-05 22:35,Sunrise Medical,47.34,56,5,75.04,6.72
2026-01-05 22:35,Apollo Urban,48.82,58,5,77.24,7.33
2026-01-05 22:35,St. Mary’s Hospital,51.58,58,5,76.61,7.34
2026-01-05 22:35,Hope Multispeciality,50.6,66,5,75.88,6.63
2026-01-05 22:35,Unity Health Center,49.03,51,5,75.41,7.02
2026-01-05 22:40,City General Hospital,47.33,58,5,75.47,6.7
2026-01-05 22:40,Metro Care Center,55.57,60,5,78.42,6.91
2026-01-05 22:40,GreenLife Hospital,46.21,54,5,76.03,6.9
2026-01-05 22:40,Sunrise Medical,49.66,65,5,76.15,7.02
2026-01-05 22:40,Apollo Urban,54.29,56,5,78.7,7.35
2026-01-05 22:40,St. Mary’s Hospital,49.23,52,5,76.53,6.59
2026-01-05 22:40,Hope Multispeciality,49.22,58,5,77.07,6.44
2026-01-05 22:40,Unity Health Center,53.52,60,5,78.2,6.92
2026-01-05 22:45,City General Hospital,52.68,61,4,77.78,7.1
2026-01-05 22:45,Metro Care Center,56.93,66,4,77.53,6.83
2026-01-05 22:45,GreenLife Hospital,55.59,53,4,78.3,7.04
2026-01-05 22:45,Sunrise Medical,52.44,72,4,76.24,7.26
2026-01-05 22:45,Apollo Urban,52.8,68,4,77.41,7.26
2026-01-05 22:45,St. Mary’s Hospital,54.37,57,4,76.28,6.8
2026-01-05 22:45,Hope Multispeciality,47.69,69,4,77.2,6.51
2026-01-05 22:45,Unity Health Center,48.73,68,4,79.08,6.97
2026-01-05 22:50,City General Hospital,54.0,72,4,76.99,7.06
2026-01-05 22:50,Metro Care Center,56.42,70,4,75.97,6.66
2026-01-05 22:50,GreenLife Hospital,53.72,55,4,75.7,6.56
2026-01-05 22:50,Sunrise Medical,54.69,73,4,77.01,7.28
2026-01-05 22:50,Apollo Urban,49.82,63,4,78.64,6.88
2026-01-05 22:50,St. Mary’s Hospital,52.26,59,4,78.11,7.4
2026-01-05 22:50,Hope Multispeciality,49.72,60,4,76.25,7.11
2026-01-05 22:50,Unity Health Center,48.07,63,4,79.16,6.52
2026-01-05 22:55,City General Hospital,58.25,62,4,78.38,7.17
2026-01-05 22:55,Metro Care Center,52.55,55,4,77.09,6.59
2026-01-05 22:55,GreenLife Hospital,49.41,74,4,77.39,7.25
2026-01-05 22:55,Sunrise Medical,53.19,55,4,77.33,6.8
2026-01-05 22:55,Apollo Urban,52.2,72,4,79.61,7.28
2026-01-05 22:55,St. Mary’s Hospital,58.77,55,4,76.97,6.72
2026-01-05 22:55,Hope Multispeciality,58.1,57,4,76.89,7.31
2026-01-05 22:55,Unity Health Center,49.89,70,4,75.96,7.06
2026-01-05 23:00,City General Hospital,56.55,62,4,79.01,6.72
2026-01-05 23:00,Metro Care Center,51.78,65,4,77.72,7.31
2026-01-05 23:00,GreenLife Hospital,50.52,60,4,78.31,6.73
2026-01-05 23:00,Sunrise Medical,53.22,69,4,78.37,6.53
2026-01-05 23:00,Apollo Urban,51.42,73,4,78.67,6.66
2026-01-05 23:00,St. Mary’s Hospital,58.52,71,4,78.4,6.92
2026-01-05 23:00,Hope Multispeciality,53.96,57,4,78.07,7.27
2026-01-05 23:00,Unity Health Center,54.42,73,4,77.08,7.12
2026-01-05 23:05,City General Hospital,55.69,59,4,77.38,7.35
2026-01-05 23:05,Metro Care Center,53.96,71,4,77.04,6.96
2026-01-05 23:05,GreenLife Hospital,56.52,68,4,76.81,7.05
2026-01-05 23:05,Sunrise Medical,54.22,62,4,78.83,7.41
2026-01-05 23:05,Apollo Urban,56.46,65,4,79.02,6.53
2026-01-05 23:05,St. Mary’s Hospital,52.06,69,4,79.39,7.4
2026-01-05 23:05,Hope Multispeciality,60.81,59,4,79.31,7.24
2026-01-05 23:05,Unity Health Center,58.87,70,4,76.58,7.23
2026-01-05 23:10,City General Hospital,60.62,75,4,76.81,7.41
2026-01-05 23:10,Metro Care Center,56.63,68,4,78.45,7.19
2026-01-05 23:10,GreenLife Hospital,55.01,63,4,80.73,7.38
2026-01-05 23:10,Sunrise Medical,60.68,75,4,78.87,7.22
2026-01-05 23:10,Apollo Urban,57.34,59,4,77.43,6.7
2026-01-05 23:10,St. Mary’s Hospital,58.92,64,4,77.85,6.86
2026-01-05 23:10,Hope Multispeciality,56.33,72,4,76.78,7.5
2026-01-05 23:10,Unity Health Center,61.18,64,4,79.71,7.19
2026-01-05 23:15,City General Hospital,54.83,61,4,77.62,7.3
2026-01-05 23:15,Metro Care Center,61.71,61,4,77.63,6.69
2026-01-05 23:15,GreenLife Hospital,58.36,72,4,78.5,7.16
2026-01-05 23:15,Sunrise Medical,59.77,78,4,78.33,6.56
2026-01-05 23:15,Apollo Urban,54.64,75,4,79.56,7.11
2026-01-05 23:15,St. Mary’s Hospital,58.57,63,4,78.67,6.98
2026-01-05 23:15,Hope Multispeciality,58.82,76,4,79.89,6.61
2026-01-05 23:15,Unity Health Center,63.05,68,4,80.32,6.72
2026-01-05 23:20,City General Hospital,58.0,78,4,78.84,7.09
2026-01-05 23:20,Metro Care Center,61.46,62,4,77.78,7.06
2026-01-05 23:20,GreenLife Hospital,55.41,67,4,80.99,6.96
2026-01-05 23:20,Sunrise Medical,62.06,64,4,80.41,7.0
2026-01-05 23:20,Apollo Urban,61.71,73,4,79.95,7.33
2026-01-05 23:20,St. Mary’s Hospital,61.58,62,4,80.08,6.6
2026-01-05 23:20,Hope Multispeciality,59.31,65,4,80.12,7.46
2026-01-05 23:20,Unity Health Center,60.87,80,4,77.82,6.63
2026-01-05 23:25,City General Hospital,55.96,83,4,80.05,7.13
2026-01-05 23:25,Metro Care Center,63.42,73,4,81.61,7.5
2026-01-05 23:25,GreenLife Hospital,60.55,74,4,78.88,7.45
2026-01-05 23:25,Sunrise Medical,58.89,76,4,80.48,7.21
2026-01-05 23:25,Apollo Urban,65.09,65,4,78.63,7.22
2026-01-05 23:25,St. Mary’s Hospital,59.01,79,4,77.81,6.8
2026-01-05 23:25,Hope Multispeciality,61.22,69,4,80.78,6.8
2026-01-05 23:25,Unity Health Center,62.59,78,4,79.89,6.85
2026-01-05 23:30,City General Hospital,59.72,82,4,79.77,7.45
2026-01-05 23:30,Metro Care Center,60.09,67,4,80.75,7.5
2026-01-05 23:30,GreenLife Hospital,60.46,83,4,80.52,7.5
2026-01-05 23:30,Sunrise Medical,62.63,81,4,80.33,6.7
2026-01-05 23:30,Apollo Urban,65.78,72,4,81.11,6.77
2026-01-05 23:30,St. Mary’s Hospital,58.71,82,4,81.7,6.69
2026-01-05 23:30,Hope Multispeciality,64.18,81,4,78.94,6.62
2026-01-05 23:30,Unity Health Center,61.35,78,4,79.8,6.88
2026-01-05 23:35,City General Hospital,66.72,74,4,82.24,7.5
2026-01-05 23:35,Metro Care Center,63.39,77,4,79.7,7.18
2026-01-05 23:35,GreenLife Hospital,62.17,78,4,81.27,7.5
2026-01-05 23:35,Sunrise Medical,63.91,81,4,79.73,7.08
2026-01-05 23:35,Apollo Urban,58.57,80,4,79.66,7.46
2026-01-05 23:35,St. Mary’s Hospital,61.06,72,4,82.31,6.76
2026-01-05 23:35,Hope Multispeciality,59.0,70,4,81.95,6.94
2026-01-05 23:35,Unity Health Center,61.54,76,4,81.41,7.5
2026-01-05 23:40,City General Hospital,67.48,73,4,81.3,7.13
2026-01-05 23:40,Metro Care Center,61.09,80,4,81.86,6.73
2026-01-05 23:40,GreenLife Hospital,61.4,81,4,80.12,6.88
2026-01-05 23:40,Sunrise Medical,60.28,73,4,80.72,7.38
2026-01-05 23:40,Apollo Urban,62.08,69,4,82.55,6.66
2026-01-05 23:40,St. Mary’s Hospital,66.39,78,4,82.56,7.47
2026-01-05 23:40,Hope Multispeciality,60.78,83,4,80.55,7.22
2026-01-05 23:40,Unity Health Center,67.12,75,4,79.55,6.85
2026-01-05 23:45,City General Hospital,65.87,70,4,82.81,7.11
2026-01-05 23:45,Metro Care Center,61.19,81,4,83.0,7.32
2026-01-05 23:45,GreenLife Hospital,68.56,71,4,81.65,7.43
2026-01-05 23:45,Sunrise Medical,61.05,73,4,80.29,6.92
2026-01-05 23:45,Apollo Urban,62.41,88,4,80.55,6.74
2026-01-05 23:45,St. Mary’s Hospital,65.59,83,4,82.82,6.93
2026-01-05 23:45,Hope Multispeciality,62.15,79,4,81.69,7.25
2026-01-05 23:45,Unity Health Center,66.74,87,4,79.72,6.93
2026-01-05 23:50,City General Hospital,66.14,71,4,81.2,7.1
2026-01-05 23:50,Metro Care Center,61.4,83,4,81.74,6.99
2026-01-05 23:50,GreenLife Hospital,68.23,74,4,82.48,6.75
2026-01-05 23:50,Sunrise Medical,61.49,82,4,80.24,6.64
2026-01-05 23:50,Apollo Urban,66.15,78,4,79.94,7.24
2026-01-05 23:50,St. Mary’s Hospital,70.71,85,4,80.52,6.8
2026-01-05 23:50,Hope Multispeciality,63.6,74,4,83.08,7.06
2026-01-05 23:50,Unity Health Center,62.36,90,4,79.69,7.19
2026-01-05 23:55,City General Hospital,64.87,77,4,80.55,7.08
2026-01-05 23:55,Metro Care Center,71.33,79,4,82.99,7.05
2026-01-05 23:55,GreenLife Hospital,65.97,91,4,81.39,6.96
2026-01-05 23:55,Sunrise Medical,64.45,75,4,82.11,7.4
2026-01-05 23:55,Apollo Urban,63.18,73,4,81.41,7.1
2026-01-05 23:55,St. Mary’s Hospital,69.73,89,4,79.73,7.5
2026-01-05 23:55,Hope Multispeciality,66.98,86,4,81.17,7.21
2026-01-05 23:55,Unity Health Center,67.7,79,4,83.22,7.48
2026-01-06 00:00,City General Hospital,63.7,93,4,82.48,7.46
2026-01-06 00:00,Metro Care Center,63.35,83,4,82.67,6.64
2026-01-06 00:00,GreenLife Hospital,71.45,77,4,80.51,7.28
2026-01-06 00:00,Sunrise Medical,64.63,88,4,83.36,6.62
2026-01-06 00:00,Apollo Urban,71.76,87,4,80.48,7.09
2026-01-06 00:00,St. Mary’s Hospital,69.87,79,4,81.95,7.5
2026-01-06 00:00,Hope Multispeciality,64.6,86,4,81.9,7.25
2026-01-06 00:00,Unity Health Center,66.17,83,4,81.81,7.31
2026-01-06 00:05,City General Hospital,72.79,85,4,83.72,7.37
2026-01-06 00:05,Metro Care Center,73.13,84,4,82.45,7.5
2026-01-06 00:05,GreenLife Hospital,68.76,81,4,82.89,7.18
2026-01-06 00:05,Sunrise Medical,66.57,80,4,80.94,7.43
2026-01-06 00:05,Apollo Urban,71.96,91,4,83.05,7.09
2026-01-06 00:05,St. Mary’s Hospital,70.54,86,4,80.87,7.1
2026-01-06 00:05,Hope Multispeciality,66.7,84,4,81.71,6.68
2026-01-06 00:05,Unity Health Center,70.89,75,4,80.77,7.3
2026-01-06 00:10,City General Hospital,73.45,84,4,84.38,7.21
2026-01-06 00:10,Metro Care Center,66.84,82,4,82.92,7.5
2026-01-06 00:10,GreenLife Hospital,71.09,87,4,83.74,7.33
2026-01-06 00:10,Sunrise Medical,73.96,78,4,81.57,7.02
2026-01-06 00:10,Apollo Urban,73.14,87,4,82.12,6.7
2026-01-06 00:10,St. Mary’s Hospital,69.04,82,4,81.99,7.43
2026-01-06 00:10,Hope Multispeciality,74.75,76,4,81.63,6.72
2026-01-06 00:10,Unity Health Center,73.36,90,4,84.18,6.67
2026-01-06 00:15,City General Hospital,67.94,79,4,81.48,6.6
2026-01-06 00:15,Metro Care Center,72.41,87,4,84.23,7.22
2026-01-06 00:15,GreenLife Hospital,75.22,91,4,84.0,7.48
2026-01-06 00:15,Sunrise Medical,67.37,84,4,81.6,7.5
2026-01-06 00:15,Apollo Urban,75.75,91,4,83.97,7.33
2026-01-06 00:15,St. Mary’s Hospital,68.74,87,4,82.57,6.7
2026-01-06 00:15,Hope Multispeciality,76.11,82,4,82.35,7.38
2026-01-06 00:15,Unity Health Center,68.05,83,4,82.86,6.83
2026-01-06 00:20,City General Hospital,69.52,87,4,84.9,6.71
2026-01-06 00:20,Metro Care Center,75.55,89,4,82.64,7.16
2026-01-06 00:20,GreenLife Hospital,70.3,96,4,83.12,6.67
2026-01-06 00:20,Sunrise Medical,75.52,94,4,82.03,7.48
2026-01-06 00:20,Apollo Urban,69.31,98,4,85.16,6.93
2026-01-06 00:20,St. Mary’s Hospital,75.94,94,4,82.27,7.07
2026-01-06 00:20,Hope Multispeciality,68.08,96,4,84.07,7.4
2026-01-06 00:20,Unity Health Center,74.99,95,4,84.19,6.94
2026-01-06 00:25,City General Hospital,76.36,85,4,82.79,7.12
2026-01-06 00:25,Metro Care Center,69.27,91,4,83.31,7.48
2026-01-06 00:25,GreenLife Hospital,76.5,100,4,82.14,7.5
2026-01-06 00:25,Sunrise Medical,73.23,95,4,85.11,6.61
2026-01-06 00:25,Apollo Urban,77.98,90,4,83.4,6.62
2026-01-06 00:25,St. Mary’s Hospital,76.88,82,4,83.66,6.7
